#POSX POSY POSZ VELX VELY VELZ ID MASS U RHO HSML 
-0.148943 -0.575176 -0.366311 0.15468 0.544514 0.345768 174 0.000679348 0.0686004 0.167283 0.365393 
-0.0610235 -0.73661 -0.292733 0.0360905 0.522025 0.179061 293 0.000679348 0.055637 0.104433 0.428131 
-0.27631 -0.630898 -0.399513 0.21709 0.433839 0.275561 173 0.000679348 0.0532715 0.0946922 0.44157 
-0.268034 -0.492887 -0.492887 0.234619 0.397104 0.397104 85 0.000679348 0.0603552 0.128757 0.400458 
-0.27631 -0.399513 -0.630898 0.21709 0.275561 0.433839 25 0.000679348 0.0532715 0.0946922 0.44157 
-0.141403 -0.444427 -0.444427 0.159426 0.507876 0.507876 86 0.000679348 0.0784004 0.213057 0.337845 
-0.0445969 -0.42314 -0.42314 0.0547785 0.558134 0.558134 87 0.000679348 0.089245 0.263116 0.314589 
-0.0400835 -0.20243 -0.446153 0.0753195 0.347663 0.769964 34 0.000679348 0.11307 0.42272 0.268346 
-0.126806 -0.212789 -0.475653 0.211796 0.336382 0.735704 33 0.000679348 0.09521 0.331155 0.290407 
-0.0479506 -0.349874 -0.543278 0.0532434 0.394588 0.601435 27 0.000679348 0.0789572 0.214147 0.336831 
-0.0610235 -0.292733 -0.73661 0.0360905 0.179061 0.522025 1 0.000679348 0.0556369 0.104433 0.428131 
-0.148943 -0.366311 -0.575176 0.15468 0.345768 0.544514 26 0.000679348 0.0686004 0.167283 0.365393 
-0.362417 -0.362417 -0.459771 0.365239 0.365239 0.470738 91 0.000679348 0.0669297 0.168512 0.36482 
-0.210335 -0.297407 -0.381961 0.354913 0.479112 0.615277 92 0.000679348 0.0976633 0.327765 0.291909 
-0.236049 -0.236049 -0.535677 0.300187 0.300187 0.649048 32 0.000679348 0.0727903 0.211952 0.338432 
-0.297407 -0.210335 -0.381961 0.479112 0.354913 0.615277 100 0.000679348 0.0976633 0.327765 0.291909 
-0.212789 -0.126806 -0.475653 0.336382 0.211796 0.735704 40 0.000679348 0.09521 0.331155 0.290407 
-0.20243 -0.0400835 -0.446153 0.347663 0.0753195 0.769964 48 0.000679348 0.11307 0.42272 0.268346 
-0.349874 -0.0479506 -0.543278 0.394588 0.0532434 0.601435 47 0.000679348 0.0789572 0.214147 0.336831 
-0.292733 -0.0610235 -0.73661 0.179061 0.0360905 0.522025 7 0.000679348 0.0556369 0.104433 0.428131 
-0.366311 -0.148943 -0.575176 0.345768 0.15468 0.544514 39 0.000679348 0.0686004 0.167283 0.365393 
-0.158231 -0.0572769 -0.657402 0.138873 0.0411589 0.709606 8 0.000679348 0.0721786 0.210481 0.33937 
-0.169839 -0.169839 -0.702458 0.12423 0.12423 0.594855 3 0.000679348 0.0652172 0.143937 0.38435 
-0.0572769 -0.158231 -0.657402 0.0411589 0.138873 0.709606 4 0.000679348 0.0721786 0.210481 0.33937 
-0.0494141 -0.0494141 -0.61243 0.0451133 0.0451133 0.843168 9 0.000679348 0.0795465 0.268029 0.311934 
-0.109344 -0.0363679 -0.394263 0.220544 0.074475 0.885489 49 0.000679348 0.162653 0.690002 0.227878 
-0.114751 -0.114751 -0.421816 0.222805 0.222805 0.820714 41 0.000679348 0.135725 0.543957 0.246508 
-0.0363679 -0.109344 -0.394263 0.074475 0.220545 0.885489 42 0.000679348 0.162653 0.690002 0.227878 
-0.0346012 -0.0346012 -0.362141 0.0742386 0.0742386 1.02605 50 0.000679348 0.191139 0.865039 0.211532 
-0.15683 -0.0932413 -0.284806 0.432342 0.265651 0.76816 111 0.000679348 0.207976 0.920366 0.207301 
-0.0932413 -0.15683 -0.284806 0.265651 0.432342 0.76816 102 0.000679348 0.207976 0.920366 0.207301 
-0.177323 -0.177323 -0.321873 0.40416 0.40416 0.717728 101 0.000679348 0.156033 0.613134 0.237408 
-0.0289411 -0.146106 -0.266599 0.0885617 0.445937 0.774416 103 0.000679348 0.244719 1.17138 0.191724 
-0.133377 -0.133377 -0.186943 0.44471 0.44471 0.6296 200 0.000679348 0.319722 1.5383 0.173148 
-0.146106 -0.0289411 -0.266599 0.445937 0.0885617 0.774416 121 0.000679348 0.244719 1.17138 0.191724 
-0.0763384 -0.0247597 -0.223883 0.257895 0.0873396 0.764803 122 0.000679348 0.382213 2.16135 0.156074 
-0.0807555 -0.0807555 -0.245606 0.281082 0.281082 0.793698 112 0.000679348 0.2968 1.53589 0.174628 
-0.0247597 -0.0763384 -0.223883 0.0873395 0.257895 0.764803 113 0.000679348 0.382213 2.16135 0.156074 
-0.0226854 -0.0226854 -0.189905 0.081662 0.081662 0.756623 123 0.000679348 0.618603 3.76962 0.129449 
-0.0567624 -0.0181931 -0.132032 0.106204 0.0330286 0.246264 225 0.000679348 0.781838 7.13832 0.104799 
-0.057376 -0.057376 -0.138166 0.137414 0.137414 0.327568 213 0.000679348 0.732636 5.6683 0.113363 
-0.0181931 -0.0567624 -0.132032 0.0330287 0.106203 0.246264 214 0.000679348 0.781838 7.13832 0.104799 
-0.0177993 -0.0177993 -0.119259 0.0367782 0.0367782 0.194541 226 0.000679348 0.874342 9.62761 0.0947632 
-0.0149802 -0.0149802 -0.072398 0.0237618 0.0237618 0.132068 355 0.000679348 0.846432 18.0377 0.0768145 
-0.0119499 -0.0119499 -0.0376916 0.00955477 0.00955476 0.0617049 499 0.000679348 0.70583 31.7983 0.0636238 
-0.0108853 -0.0108853 -0.0108853 0.0169991 0.0169991 0.0169991 651 0.000679348 0.534057 45.1166 0.0566863 
-0.0376916 -0.0119499 -0.0119499 0.0617049 0.00955476 0.00955477 650 0.000679348 0.70583 31.7983 0.0636238 
-0.0415832 -0.0126917 -0.0415832 0.0515816 0.0240936 0.0515816 498 0.000679348 0.810989 22.7992 0.0712097 
-0.0416967 -0.0416967 -0.0416967 0.0602954 0.0602954 0.0602954 484 0.000679348 0.907478 18.5861 0.0758241 
-0.0415832 -0.0415832 -0.0126917 0.0515816 0.0515816 0.0240936 636 0.000679348 0.810989 22.7992 0.0712097 
-0.0119499 -0.0376916 -0.0119499 0.00955476 0.0617048 0.00955476 637 0.000679348 0.70583 31.7983 0.0636238 
-0.0126917 -0.0415832 -0.0415832 0.0240936 0.0515816 0.0515816 485 0.000679348 0.810989 22.7992 0.0712097 
-0.0149802 -0.072398 -0.0149802 0.0237618 0.132068 0.0237618 623 0.000679348 0.846432 18.0377 0.0768145 
-0.0164982 -0.0797611 -0.0490252 0.0299318 0.136708 0.0773116 472 0.000679348 0.85888 13.4531 0.0848044 
-0.0190882 -0.0906736 -0.0906736 0.0179715 0.127343 0.127343 330 0.000679348 0.840335 8.41548 0.0981968 
-0.0164982 -0.0490252 -0.0797611 0.0299318 0.0773115 0.136708 342 0.000679348 0.85888 13.4531 0.0848044 
-0.0488675 -0.0828701 -0.0488675 0.0817146 0.130888 0.0817146 471 0.000679348 0.900943 11.339 0.0893836 
-0.0551461 -0.0921113 -0.0921113 0.0992395 0.160646 0.160646 329 0.000679348 0.83127 7.16983 0.104062 
-0.0488675 -0.0488675 -0.0828701 0.0817146 0.0817146 0.130888 341 0.000679348 0.900943 11.339 0.0893836 
-0.0828701 -0.0488675 -0.0488675 0.130888 0.0817146 0.0817146 483 0.000679348 0.900943 11.339 0.0893836 
-0.0921113 -0.0551461 -0.0921113 0.160646 0.0992394 0.160646 340 0.000679348 0.83127 7.16983 0.104062 
-0.0921113 -0.0921113 -0.0551461 0.160646 0.160646 0.0992395 470 0.000679348 0.83127 7.16983 0.104062 
-0.0906736 -0.0906736 -0.0190882 0.127343 0.127343 0.0179715 621 0.000679348 0.840335 8.41548 0.0981968 
-0.0490252 -0.0797611 -0.0164982 0.0773116 0.136708 0.0299318 622 0.000679348 0.85888 13.4531 0.0848044 
-0.0797611 -0.0490252 -0.0164982 0.136708 0.0773115 0.0299318 635 0.000679348 0.85888 13.4531 0.0848044 
-0.072398 -0.0149802 -0.0149802 0.132068 0.0237618 0.0237618 649 0.000679348 0.846432 18.0377 0.0768145 
-0.0797611 -0.0164982 -0.0490252 0.136708 0.0299318 0.0773115 497 0.000679348 0.85888 13.4531 0.0848044 
-0.0490252 -0.0164982 -0.0797611 0.0773115 0.0299318 0.136708 354 0.000679348 0.85888 13.4531 0.0848044 
-0.0906736 -0.0190882 -0.0906736 0.127343 0.0179715 0.127343 353 0.000679348 0.840335 8.41548 0.0981968 
-0.132032 -0.0181931 -0.0567624 0.246264 0.0330286 0.106204 496 0.000679348 0.781838 7.13832 0.104799 
-0.119259 -0.0177993 -0.0177993 0.194541 0.0367782 0.0367782 648 0.000679348 0.874342 9.62761 0.0947632 
-0.132032 -0.0567624 -0.0181931 0.246264 0.106203 0.0330287 634 0.000679348 0.781838 7.13832 0.104799 
-0.138166 -0.057376 -0.057376 0.327568 0.137414 0.137414 482 0.000679348 0.732636 5.6683 0.113363 
-0.149404 -0.0208316 -0.104878 0.391893 0.0522196 0.277405 352 0.000679348 0.626197 4.11339 0.125586 
-0.104878 -0.0208316 -0.149404 0.277405 0.0522196 0.391893 224 0.000679348 0.626197 4.11339 0.125586 
-0.112464 -0.0672553 -0.158775 0.365 0.214298 0.51316 212 0.000679348 0.515095 2.94829 0.139936 
-0.158775 -0.0672553 -0.112464 0.51316 0.214298 0.365 339 0.000679348 0.515095 2.94829 0.139936 
-0.102556 -0.102556 -0.102556 0.293077 0.293077 0.293077 328 0.000679348 0.665238 4.28032 0.123151 
-0.149404 -0.104878 -0.0208316 0.391894 0.277405 0.0522196 620 0.000679348 0.626197 4.11339 0.125586 
-0.158775 -0.112464 -0.0672553 0.51316 0.365 0.214298 469 0.000679348 0.515095 2.94829 0.139936 
-0.104878 -0.149404 -0.0208316 0.277405 0.391894 0.0522196 608 0.000679348 0.626197 4.11339 0.125586 
-0.112464 -0.158775 -0.0672553 0.365 0.51316 0.214298 458 0.000679348 0.515095 2.94829 0.139936 
-0.0567624 -0.132032 -0.0181931 0.106204 0.246264 0.0330287 609 0.000679348 0.781838 7.13832 0.104799 
-0.057376 -0.138166 -0.057376 0.137414 0.327568 0.137414 459 0.000679348 0.732636 5.6683 0.113363 
-0.0181931 -0.132032 -0.0567624 0.0330287 0.246264 0.106204 460 0.000679348 0.781838 7.13832 0.104799 
-0.0177993 -0.119259 -0.0177993 0.0367782 0.194541 0.0367782 610 0.000679348 0.874342 9.62761 0.0947632 
-0.0208316 -0.149404 -0.104878 0.0522196 0.391894 0.277405 318 0.000679348 0.626197 4.11339 0.125586 
-0.0672553 -0.158775 -0.112464 0.214298 0.51316 0.365 317 0.000679348 0.515095 2.94829 0.139936 
-0.0672553 -0.112464 -0.158775 0.214298 0.365 0.51316 201 0.000679348 0.515095 2.94829 0.139936 
-0.0208316 -0.104878 -0.149404 0.0522196 0.277405 0.391894 202 0.000679348 0.626197 4.11339 0.125586 
-0.0289411 -0.266599 -0.146106 0.0885617 0.774416 0.445937 307 0.000679348 0.244719 1.17138 0.191724 
-0.0247597 -0.223883 -0.0763384 0.0873395 0.764803 0.257895 449 0.000679348 0.382213 2.16135 0.156074 
-0.0226854 -0.189905 -0.0226854 0.081662 0.756623 0.081662 599 0.000679348 0.618603 3.76962 0.129449 
-0.0807555 -0.245606 -0.0807555 0.281082 0.793698 0.281082 448 0.000679348 0.2968 1.53589 0.174628 
-0.0763384 -0.223883 -0.0247597 0.257895 0.764803 0.0873395 598 0.000679348 0.382213 2.16135 0.156074 
-0.146106 -0.266599 -0.0289411 0.445937 0.774416 0.0885617 597 0.000679348 0.244719 1.17138 0.191724 
-0.133377 -0.186943 -0.133377 0.44471 0.6296 0.44471 316 0.000679348 0.319722 1.5383 0.173148 
-0.15683 -0.284806 -0.0932413 0.432342 0.76816 0.265651 447 0.000679348 0.207976 0.920366 0.207301 
-0.177323 -0.321873 -0.177323 0.40416 0.717728 0.40416 305 0.000679348 0.156033 0.613134 0.237408 
-0.0932413 -0.284806 -0.15683 0.265651 0.76816 0.432342 306 0.000679348 0.207976 0.920366 0.207301 
-0.0346012 -0.362141 -0.0346012 0.0742386 1.02605 0.0742386 590 0.000679348 0.191139 0.865039 0.211532 
-0.0351427 -0.323629 -0.250451 0.0796241 0.712434 0.562564 182 0.000679348 0.159495 0.622758 0.236817 
-0.0351427 -0.250451 -0.323629 0.0796241 0.562564 0.712434 94 0.000679348 0.159495 0.622758 0.236817 
-0.026351 -0.187561 -0.187561 0.0952618 0.620386 0.620386 191 0.000679348 0.330904 1.57128 0.172673 
-0.0867792 -0.202881 -0.202881 0.266023 0.625326 0.625326 190 0.000679348 0.261558 1.17355 0.18955 
-0.167159 -0.234403 -0.234403 0.421658 0.587166 0.587166 189 0.000679348 0.183174 0.751111 0.221575 
-0.112017 -0.265079 -0.342342 0.230147 0.53145 0.677723 93 0.000679348 0.135714 0.503384 0.253803 
-0.112017 -0.342342 -0.265079 0.230147 0.677723 0.53145 181 0.000679348 0.135714 0.503384 0.253803 
-0.281162 -0.281162 -0.281162 0.510325 0.510325 0.510325 188 0.000679348 0.117746 0.420833 0.269299 
-0.250451 -0.323629 -0.0351427 0.562564 0.712434 0.0796241 596 0.000679348 0.159495 0.622758 0.236817 
-0.265079 -0.342342 -0.112017 0.53145 0.677723 0.230147 446 0.000679348 0.135714 0.503384 0.253803 
-0.234403 -0.234403 -0.167159 0.587166 0.587166 0.421658 315 0.000679348 0.183174 0.751111 0.221575 
-0.202881 -0.202881 -0.0867792 0.625326 0.625326 0.266023 457 0.000679348 0.261558 1.17355 0.18955 
-0.187561 -0.187561 -0.026351 0.620386 0.620386 0.0952618 607 0.000679348 0.330904 1.57128 0.172673 
-0.323629 -0.250451 -0.0351427 0.712434 0.562564 0.0796241 606 0.000679348 0.159495 0.622758 0.236817 
-0.342342 -0.265079 -0.112017 0.677723 0.53145 0.230147 456 0.000679348 0.135714 0.503384 0.253803 
-0.284806 -0.0932413 -0.15683 0.76816 0.265651 0.432342 338 0.000679348 0.207976 0.920366 0.207301 
-0.321873 -0.177323 -0.177323 0.717728 0.40416 0.40416 326 0.000679348 0.156033 0.613134 0.237408 
-0.284806 -0.15683 -0.0932413 0.76816 0.432342 0.265651 468 0.000679348 0.207976 0.920366 0.207301 
-0.266599 -0.146106 -0.0289411 0.774416 0.445937 0.0885617 619 0.000679348 0.244719 1.17138 0.191724 
-0.186943 -0.133377 -0.133377 0.6296 0.44471 0.44471 327 0.000679348 0.319722 1.5383 0.173148 
-0.266599 -0.0289411 -0.146106 0.774416 0.0885617 0.445937 351 0.000679348 0.244719 1.17138 0.191724 
-0.223883 -0.0247597 -0.0763384 0.764803 0.0873396 0.257895 495 0.000679348 0.382213 2.16135 0.156074 
-0.189905 -0.0226854 -0.0226854 0.756623 0.081662 0.081662 647 0.000679348 0.618603 3.76962 0.129449 
-0.223883 -0.0763384 -0.0247597 0.764803 0.257895 0.0873395 633 0.000679348 0.382213 2.16135 0.156074 
-0.245606 -0.0807555 -0.0807555 0.793698 0.281082 0.281082 481 0.000679348 0.2968 1.53589 0.174628 
-0.362141 -0.0346012 -0.0346012 1.02605 0.0742386 0.0742386 646 0.000679348 0.191139 0.865039 0.211532 
-0.323629 -0.0351427 -0.250451 0.712434 0.0796241 0.562564 222 0.000679348 0.159495 0.622758 0.236817 
-0.187561 -0.026351 -0.187561 0.620386 0.0952618 0.620386 223 0.000679348 0.330904 1.57128 0.172673 
-0.202881 -0.0867792 -0.202881 0.625326 0.266024 0.625326 211 0.000679348 0.261558 1.17355 0.18955 
-0.234403 -0.167159 -0.234403 0.587166 0.421658 0.587166 199 0.000679348 0.183174 0.751112 0.221575 
-0.342342 -0.112017 -0.265079 0.677723 0.230147 0.53145 210 0.000679348 0.135714 0.503384 0.253803 
-0.265079 -0.112017 -0.342342 0.53145 0.230147 0.677723 110 0.000679348 0.135714 0.503384 0.253803 
-0.250451 -0.0351427 -0.323629 0.562564 0.0796241 0.712434 120 0.000679348 0.159495 0.622758 0.236817 
-0.543278 -0.0479506 -0.349874 0.601435 0.0532434 0.394588 221 0.000679348 0.0789572 0.214147 0.336831 
-0.475653 -0.126806 -0.212789 0.735704 0.211796 0.336382 337 0.000679348 0.09521 0.331155 0.290407 
-0.446153 -0.0400835 -0.20243 0.769964 0.0753195 0.347663 350 0.000679348 0.11307 0.42272 0.268346 
-0.394263 -0.0363679 -0.109344 0.885489 0.074475 0.220544 494 0.000679348 0.162653 0.690002 0.227878 
-0.394263 -0.109344 -0.0363679 0.885489 0.220545 0.074475 632 0.000679348 0.162653 0.690002 0.227878 
-0.421816 -0.114751 -0.114751 0.820714 0.222805 0.222805 480 0.000679348 0.135725 0.543957 0.246508 
-0.446153 -0.20243 -0.0400835 0.769964 0.347663 0.0753195 618 0.000679348 0.11307 0.42272 0.268346 
-0.475653 -0.212789 -0.126806 0.735704 0.336382 0.211796 467 0.000679348 0.09521 0.331155 0.290407 
-0.543278 -0.349874 -0.0479506 0.601435 0.394588 0.0532434 605 0.000679348 0.0789572 0.214147 0.336831 
-0.381961 -0.297407 -0.210335 0.615277 0.479112 0.354913 314 0.000679348 0.0976633 0.327765 0.291909 
-0.459771 -0.362417 -0.362417 0.470738 0.365239 0.365239 187 0.000679348 0.0669297 0.168512 0.36482 
-0.381961 -0.210335 -0.297407 0.615277 0.354913 0.479112 198 0.000679348 0.0976633 0.327765 0.291909 
-0.535677 -0.236049 -0.236049 0.649048 0.300187 0.300187 325 0.000679348 0.0727903 0.211952 0.338432 
-0.73661 -0.292733 -0.0610235 0.522025 0.179061 0.0360905 617 0.000679348 0.0556369 0.104433 0.428131 
-0.575176 -0.366311 -0.148943 0.544514 0.345768 0.15468 455 0.000679348 0.0686004 0.167283 0.365393 
-0.702458 -0.169839 -0.169839 0.594855 0.12423 0.12423 479 0.000679348 0.0652172 0.143937 0.38435 
-0.657402 -0.158231 -0.0572769 0.709606 0.138873 0.0411589 631 0.000679348 0.0721786 0.210481 0.33937 
-0.61243 -0.0494141 -0.0494141 0.843168 0.0451133 0.0451133 645 0.000679348 0.0795465 0.268029 0.311934 
-0.657402 -0.0572769 -0.158231 0.709606 0.0411589 0.138873 493 0.000679348 0.0721786 0.210481 0.33937 
-0.575176 -0.148943 -0.366311 0.544514 0.15468 0.345768 209 0.000679348 0.0686004 0.167283 0.365393 
-0.73661 -0.0610235 -0.292733 0.522025 0.0360905 0.179061 349 0.000679348 0.0556369 0.104433 0.428131 
-0.630898 -0.27631 -0.399513 0.433839 0.21709 0.275561 197 0.000679348 0.0532715 0.0946922 0.44157 
-0.492887 -0.268034 -0.492887 0.397104 0.234619 0.397104 99 0.000679348 0.0603552 0.128757 0.400458 
-0.444427 -0.141403 -0.444427 0.507876 0.159426 0.507876 109 0.000679348 0.0784004 0.213057 0.337845 
-0.42314 -0.0445969 -0.42314 0.558134 0.0547785 0.558134 119 0.000679348 0.089245 0.263116 0.314589 
-0.399513 -0.27631 -0.630898 0.275561 0.21709 0.433839 31 0.000679348 0.0532715 0.0946922 0.44157 
-0.444427 0.141403 -0.444427 0.507876 -0.159426 0.507876 139 0.000679348 0.0784004 0.213057 0.337845 
-0.42314 0.0445969 -0.42314 0.558134 -0.0547785 0.558134 129 0.000679348 0.089245 0.263116 0.314589 
-0.630898 0.27631 -0.399513 0.433839 -0.21709 0.275561 257 0.000679348 0.0532715 0.0946922 0.44157 
-0.492887 0.268034 -0.492887 0.397104 -0.234619 0.397104 149 0.000679348 0.0603552 0.128757 0.400458 
-0.399513 0.27631 -0.630898 0.275561 -0.21709 0.433839 71 0.000679348 0.0532715 0.0946922 0.44157 
-0.630898 0.399513 -0.27631 0.433839 -0.275561 0.21709 401 0.000679348 0.0532715 0.0946922 0.44157 
-0.399513 0.630898 -0.27631 0.275561 -0.433839 0.21709 423 0.000679348 0.0532715 0.0946922 0.44157 
-0.492887 0.492887 -0.268034 0.397104 -0.397104 0.234619 413 0.000679348 0.0603552 0.128757 0.400458 
-0.444427 0.444427 -0.141403 0.507876 -0.507876 0.159426 559 0.000679348 0.0784004 0.213057 0.337845 
-0.42314 0.42314 -0.0445969 0.558134 -0.558134 0.0547785 713 0.000679348 0.089245 0.263116 0.314589 
-0.73661 0.292733 -0.0610235 0.522025 -0.179061 0.0360905 687 0.000679348 0.0556369 0.104433 0.428131 
-0.575176 0.366311 -0.148943 0.544514 -0.345768 0.15468 547 0.000679348 0.0686004 0.167283 0.365393 
-0.657402 0.158231 -0.0572769 0.709606 -0.138873 0.0411589 673 0.000679348 0.0721786 0.210481 0.33937 
-0.61243 0.0494141 -0.0494141 0.843168 -0.0451133 0.0451133 659 0.000679348 0.0795465 0.268029 0.311934 
-0.657402 0.0572769 -0.158231 0.709606 -0.0411589 0.138873 507 0.000679348 0.0721786 0.210481 0.33937 
-0.702458 0.169839 -0.169839 0.594855 -0.12423 0.12423 521 0.000679348 0.0652172 0.143937 0.38435 
-0.575176 0.148943 -0.366311 0.544514 -0.15468 0.345768 245 0.000679348 0.0686004 0.167283 0.365393 
-0.73661 0.0610235 -0.292733 0.522025 -0.0360905 0.179061 363 0.000679348 0.0556369 0.104433 0.428131 
-0.535677 0.236049 -0.236049 0.649048 -0.300187 0.300187 389 0.000679348 0.0727903 0.211952 0.338432 
-0.381961 0.297407 -0.210335 0.615277 -0.479112 0.354913 402 0.000679348 0.0976633 0.327765 0.291909 
-0.459771 0.362417 -0.362417 0.470738 -0.365239 0.365239 269 0.000679348 0.0669297 0.168512 0.36482 
-0.381961 0.210335 -0.297407 0.615277 -0.354913 0.479112 258 0.000679348 0.0976633 0.327765 0.291909 
-0.543278 0.0479506 -0.349874 0.601435 -0.0532434 0.394588 233 0.000679348 0.0789572 0.214147 0.336831 
-0.475653 0.126806 -0.212789 0.735704 -0.211796 0.336382 377 0.000679348 0.09521 0.331155 0.290407 
-0.446153 0.0400835 -0.20243 0.769964 -0.0753195 0.347663 364 0.000679348 0.11307 0.42272 0.268346 
-0.421816 0.114751 -0.114751 0.820714 -0.222805 0.222805 522 0.000679348 0.135725 0.543957 0.246508 
-0.394263 0.0363679 -0.109344 0.885489 -0.074475 0.220544 508 0.000679348 0.162653 0.690002 0.227878 
-0.394263 0.109344 -0.0363679 0.885489 -0.220545 0.074475 674 0.000679348 0.162653 0.690002 0.227878 
-0.446153 0.20243 -0.0400835 0.769964 -0.347663 0.0753195 688 0.000679348 0.11307 0.42272 0.268346 
-0.475653 0.212789 -0.126806 0.735704 -0.336382 0.211796 535 0.000679348 0.09521 0.331155 0.290407 
-0.543278 0.349874 -0.0479506 0.601435 -0.394588 0.0532434 701 0.000679348 0.0789572 0.214147 0.336831 
-0.250451 0.323629 -0.0351427 0.562564 -0.712434 0.0796241 714 0.000679348 0.159495 0.622758 0.236817 
-0.265079 0.342342 -0.112017 0.53145 -0.677723 0.230147 560 0.000679348 0.135714 0.503384 0.253803 
-0.342342 0.265079 -0.112017 0.677723 -0.53145 0.230147 548 0.000679348 0.135714 0.503384 0.253803 
-0.234403 0.234403 -0.167159 0.587166 -0.587166 0.421658 403 0.000679348 0.183174 0.751111 0.221575 
-0.202881 0.202881 -0.0867792 0.625326 -0.625326 0.266023 549 0.000679348 0.261558 1.17355 0.18955 
-0.187561 0.187561 -0.026351 0.620386 -0.620386 0.0952618 703 0.000679348 0.330904 1.57128 0.172673 
-0.323629 0.250451 -0.0351427 0.712434 -0.562564 0.0796241 702 0.000679348 0.159495 0.622758 0.236817 
-0.362141 0.0346012 -0.0346012 1.02605 -0.0742386 0.0742386 660 0.000679348 0.191139 0.865039 0.211532 
-0.245606 0.0807555 -0.0807555 0.793698 -0.281082 0.281082 523 0.000679348 0.2968 1.53589 0.174628 
-0.223883 0.0247597 -0.0763384 0.764803 -0.0873396 0.257895 509 0.000679348 0.382213 2.16135 0.156074 
-0.189905 0.0226854 -0.0226854 0.756623 -0.081662 0.081662 661 0.000679348 0.618603 3.76962 0.129449 
-0.223883 0.0763384 -0.0247597 0.764803 -0.257895 0.0873395 675 0.000679348 0.382213 2.16135 0.156074 
-0.266599 0.146106 -0.0289411 0.774416 -0.445937 0.0885617 689 0.000679348 0.244719 1.17138 0.191724 
-0.186943 0.133377 -0.133377 0.6296 -0.44471 0.44471 391 0.000679348 0.319722 1.5383 0.173148 
-0.266599 0.0289411 -0.146106 0.774416 -0.0885617 0.445937 365 0.000679348 0.244719 1.17138 0.191724 
-0.284806 0.0932413 -0.15683 0.76816 -0.265651 0.432342 378 0.000679348 0.207976 0.920366 0.207301 
-0.321873 0.177323 -0.177323 0.717728 -0.40416 0.40416 390 0.000679348 0.156033 0.613134 0.237408 
-0.284806 0.15683 -0.0932413 0.76816 -0.432342 0.265651 536 0.000679348 0.207976 0.920366 0.207301 
-0.342342 0.112017 -0.265079 0.677723 -0.230147 0.53145 246 0.000679348 0.135714 0.503384 0.253803 
-0.323629 0.0351427 -0.250451 0.712434 -0.0796241 0.562564 234 0.000679348 0.159495 0.622758 0.236817 
