-0.68246	-0.14412	-0.0461	-0.241879	-0.113036	-0.0174174	2099.609
-0.6787	-0.14365	0.03822	-0.238778	-0.112333	0.0108247	2099.609
-0.67593	-0.14561	0.12624	-0.236296	-0.113743	0.0421674	2099.609
-0.68428	-0.06474	-0.12981	-0.249907	-0.0890744	-0.0451549	2099.609
-0.68314	-0.06512	-0.04453	-0.24892	-0.0892986	-0.0161005	2099.609
-0.67878	-0.06203	0.03919	-0.24553	-0.0863529	0.011636	2099.609
-0.67275	-0.05841	0.12735	-0.240786	-0.0828323	0.0430959	2099.609
-0.66936	-0.05396	0.21377	-0.238312	-0.0788317	0.0730921	2099.609
-0.6861	0.01702	-0.13252	-0.258131	-0.0631175	-0.0474197	2099.609
-0.6867	0.01919	-0.04098	0.258811	0.0613542	0.0131395	2099.609
-0.68234	0.02613	0.04513	-0.255728	-0.0551916	0.016603	2099.609
-0.67508	0.03227	0.13188	-0.250159	-0.0494582	0.0468795	2099.609
-0.67115	0.0349	0.21776	-0.247087	-0.0469427	0.0764333	2099.609
-0.6931	0.11476	-0.03475	-0.271994	-0.024222	-0.00792282	2099.609
-0.68852	0.12135	0.05237	-0.268699	-0.0183337	0.0226574	2099.609
-0.68131	0.12575	0.13487	-0.263035	-0.014066	0.0493838	2099.609
-0.59936	-0.33292	-0.12038	-0.199188	-0.179569	-0.0372647	2099.609
-0.59032	-0.33188	-0.04514	-0.191712	-0.177959	-0.0166101	2099.609
-0.58667	-0.32853	0.03824	-0.188938	-0.174864	0.010841	2099.609
-0.58829	-0.32646	0.12793	-0.190456	-0.173264	0.0435811	2099.609
-0.58969	-0.32666	0.21022	-0.191614	-0.173542	0.0701271	2099.609
-0.60563	-0.23443	-0.20813	-0.212504	-0.139989	-0.06838	2099.609
-0.59954	-0.23644	-0.12096	-0.207241	-0.141173	-0.0377488	2099.609
-0.59085	-0.23472	-0.04199	-0.200114	-0.139021	-0.0139773	2099.609
-0.58605	-0.23196	0.04055	-0.196333	-0.136324	0.0127786	2099.609
-0.58704	-0.23217	0.12714	-0.197139	-0.136579	0.0429176	2099.609
-0.58981	-0.2343	0.20832	-0.199285	-0.138587	0.0685329	2099.609
-0.58968	-0.23557	0.28903	-0.199066	-0.139641	0.0937589	2099.609
-0.60187	-0.13787	-0.30262	-0.217269	-0.101205	-0.105123	2099.609
-0.60464	-0.14017	-0.21135	-0.219396	-0.10335	-0.0710679	2099.609
-0.59992	-0.14397	-0.12207	-0.215139	-0.106149	-0.0386764	2099.609
-0.59152	-0.14427	-0.03952	-0.20809	-0.105707	-0.0119143	2099.609
-0.58436	-0.14201	0.04218	-0.202289	-0.10323	0.0141353	2099.609
-0.58277	-0.14034	0.12646	-0.201094	-0.101707	0.0423488	2099.609
-0.58563	-0.13882	0.20807	-0.203608	-0.100671	0.0683281	2099.609
-0.58731	-0.13637	0.28985	-0.205216	-0.0987575	0.0944469	2099.609
-0.60265	-0.05149	-0.30454	-0.225	-0.0712992	-0.10673	2099.609
-0.60303	-0.05713	-0.21689	-0.224854	-0.0760521	-0.0757056	2099.609
-0.59838	-0.06363	-0.1261	-0.220432	-0.0811057	-0.0420451	2099.609
-0.59031	-0.06582	-0.03844	-0.213501	-0.0822727	-0.0110082	2099.609
-0.58165	-0.06228	0.04591	-0.206552	-0.0786013	0.0172543	2099.609
-0.57772	-0.05643	0.13023	-0.203749	-0.0733877	0.0455045	2099.609
-0.5799	-0.05078	0.21221	-0.206031	-0.0688458	0.0717875	2099.609
-0.58297	-0.04519	0.29411	-0.209057	-0.0644181	0.0980103	2099.609
-0.58393	-0.03932	0.38495	-0.210341	-0.0595919	0.131709	2099.609
-0.60502	0.02713	-0.31131	-0.23342	-0.0480149	-0.112389	2099.609
-0.60177	0.0192	-0.22408	-0.230057	-0.0543823	-0.0817183	2099.609
-0.59738	0.01383	-0.1307	-0.225942	-0.0585124	-0.0458949	2099.609
-0.59155	0.01374	-0.03648	-0.221059	-0.0581098	-0.00937528	2099.609
-0.58398	0.01948	0.05252	-0.215202	-0.0526893	0.0227818	2099.609
-0.57874	0.02641	0.13651	-0.211383	-0.0464667	0.0507558	2099.609
-0.57862	0.03095	0.21723	-0.211662	-0.0426658	0.0759899	2099.609
-0.58042	0.03584	0.30054	-0.213561	-0.0387212	0.103389	2099.609
-0.58097	0.04482	0.39361	-0.214764	-0.0312581	0.138943	2099.609
-0.60586	0.11195	-0.32139	-0.241071	-0.0194284	-0.120821	2099.609
-0.60153	0.10493	-0.22967	-0.236874	-0.0249396	-0.0863855	2099.609
-0.59999	0.10369	-0.13173	-0.235489	-0.0258529	-0.0467521	2099.609
-0.59862	0.10666	-0.03223	-0.234587	-0.0232598	-0.00582107	2099.609
-0.59358	0.11225	0.0594	-0.230832	-0.0181686	0.0285387	2099.609
-0.58694	0.11725	0.14111	-0.225692	-0.0134401	0.0545995	2099.609
-0.58258	0.11993	0.21993	-0.22226	-0.0108461	0.0782456	2099.609
-0.58031	0.12366	0.30689	-0.220664	-0.00754263	0.108695	2099.609
-0.60156	0.20347	-0.23126	-0.244978	0.0151923	-0.0877218	2099.609
-0.60392	0.20548	-0.12964	-0.247112	0.0166784	-0.0450101	2099.609
-0.60644	0.20751	-0.02874	-0.249386	0.0181675	-0.00290391	2099.609
-0.60327	0.20939	0.06373	-0.246889	0.0200053	0.0321632	2099.609
-0.59568	0.21348	0.14538	-0.240881	0.0240426	0.058171	2099.609
-0.58801	0.22006	0.22414	-0.235007	0.0301725	0.0817651	2099.609
-0.58197	0.2265	0.31232	-0.230486	0.0360568	0.113237	2099.609
-0.60418	0.30983	-0.12753	-0.255886	0.0616477	-0.0432407	2099.609
-0.60762	0.30914	-0.02945	-0.258701	0.0607895	-0.00348999	2099.609
-0.60557	0.30677	0.06474	-0.256793	0.0589793	0.033001	2099.609
